,Citation Number,Date Issued,Time Issued,Location ,District,Cited Person Age,Cited Person Sex,Cited Person Race,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
0,C1979,2016-01-14,16:00:00,N WALNUT ST & E 14TH ST,LB213,35,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
1,C1980,2016-01-14,16:26:00,S WASHINGTON ST & E 3RD ST,LB104,43,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
2,C1981,2016-01-14,16:35:00,N WALNUT ST & E 7TH ST,LB102,22,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
3,C1982,2016-01-14,16:20:00,S WASHINGTON ST & E 3RD ST,LB104,26,F,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
4,C1983,2016-01-14,16:50:00,S WALNUT ST & W 3RD ST,LB103,27,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
5,C1984,2016-01-14,17:25:00,N COLLEGE AVE & W 6TH ST,LB101,28,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
6,C1985,2016-01-14,11:30:00,S LINCOLN ST & E 4TH ST,LB104,22,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
7,C1986,2016-01-14,11:15:00,S GRANT ST & E 4TH ST,LB104,50,M,W,9-19-10-8,SEATBELT VIOLATION PASSENGER,26,M,W,1,2016
8,C1987,2016-01-14,11:55:00,E 4TH ST & S DUNN ST,LB104,65,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
9,C1988,2016-01-14,11:40:00,E 4TH ST & S DUNN ST,LB104,43,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
10,C1991,2016-01-15,12:10:00,S WASHINGTON ST & E 2ND ST,LB301,49,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,26,M,W,1,2016
11,C2010,2016-01-19,20:15:00,S COLLEGE MALL RD & E 3RD ST,LB305,40,F,W,9-18-2-7,EXPIRED LICENSE PLATES,26,M,W,1,2016
12,C2011,2016-01-19,21:03:00,N INDIANA AVE & E 13TH ST,LB214,19,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2016
13,C2020,2016-01-22,14:10:00,500 S LIBERTY DR; KROGER WHITEHALL,LB403,64,F,W,9-18-2-7,EXPIRED LICENSE PLATES,26,M,W,1,2016
14,C2153,2016-02-15,17:55:00,S STATE ROAD 446 & E LAMPKINS RIDGE RD,LMS10,19,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2016
15,C2163,2016-02-16,15:35:00,S COLLEGE MALL RD & E BUICK CADILLAC BLVD,LB305,24,F,B,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,1,2016
16,C2215,2016-02-22,16:28:00,S WALNUT ST & W DODDS ST,LB411,30,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,1,2016
17,C2367,2016-03-14,20:13:00,2423 S WALNUT ST; DAIRY QUEEN,LB327,21,F,W,9-18-2-27,FALSE REGISTRATION,26,M,W,1,2016
18,C1990,2016-01-15,11:59:00,S ROGERS ST & W KIRKWOOD AVE,LB101,62,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,51,F,W,1,2016
19,C2115,2016-02-05,11:22:00,500 S LANDMARK AVE; SIRA IMAGING CENTER,LB406,61,F,W,9-18-2-7,EXPIRED LICENSE PLATES,51,F,W,1,2016
20,C2333,2016-03-08,13:46:00,800 S WOODLAWN AVE,LB302,43,M,W,9-18-2-7,EXPIRED LICENSE PLATES,51,F,W,1,2016
21,C2334,2016-03-08,12:47:00,S FRANKLIN RD & W 3RD ST,LB404,51,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,51,F,W,1,2016
22,C2336,2016-03-08,09:20:00,S WASHINGTON ST & E 3RD ST,LB104,60,M,B,9-18-2-7,EXPIRED LICENSE PLATES,51,F,W,1,2016
23,C2258,2016-02-27,19:00:00,422 E KIRKWOOD AVE; WHICH WICH SUPERIOR SANDWICHES; STE 401,LB104,22,M,W,14.09.030,NOISE VIOLATION,31,M,W,1,2016
24,C1907,2016-01-03,19:40:00,N MAPLE ST & W 11TH ST,LB518,49,M,W,9-21-8-32,DISREGARDING STOP SIGN,25,M,W,1,2016
25,C1931,2016-01-04,20:16:00,1351 S COLLEGE MALL RD; AMC SHOWPLACE THEATER 11 EAST,LB310,16,M,B,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,25,M,W,1,2016
26,C1932,2016-01-04,16:35:00,N ILLINOIS ST & W 11TH ST,LB517,37,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,1,2016
27,C2012,2016-01-20,17:50:00,W KIRKWOOD AVE & N ADAMS ST,LB521,20,M,W,9-18-2-29,VEHICLES REQUIRING REGISTRATIO,25,M,W,1,2016
28,C2013,2016-01-20,17:50:00,W KIRKWOOD AVE & N ADAMS ST,LB521,20,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,1,2016
29,C2021,2016-01-23,21:45:00,S FESS AVE & E 2ND ST,LB302,40,M,B,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,25,M,W,1,2016
30,C2355,2016-03-11,15:33:00,N WALNUT ST & W 15TH ST,LB213,23,F,W,9-18-2-7; 9-21-8-32,EXPIRED LICENSE PLATES; DISREGARDING STOP SIGN,25,M,W,1,2016
31,C2357,2016-03-11,23:55:00,S WEIMER RD & W TAPP RD,LB431,26,F,W,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,25,M,W,1,2016
32,C2358,2016-03-11,12:54:00,W ARLINGTON RD & W STATE ROAD 46,LMN16,116,Unknown,U,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,25,M,W,1,2016
33,C2360,2016-03-11,12:30:00,W ARLINGTON RD & W STATE ROAD 46,LMN16,18,M,W,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,25,M,W,1,2016
34,C2361,2016-03-11,12:10:00,S WEIMER RD & W TAPP RD,LB431,56,M,U,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,25,M,W,1,2016
35,C2473,2016-03-31,23:12:00,315 E 7TH ST; BRUMMETT HOUSE,LB102,21,M,W,14.09.030,NOISE VIOLATION,25,M,W,1,2016
36,C2474,2016-03-31,23:25:00,610 N LINCOLN ST,LB213,22,M,W,14.09.030,NOISE VIOLATION,25,M,W,1,2016
37,C1906,2016-01-03,11:15:00,400 E 11TH ST,LB213,20,F,L,9-24-1-1,"LICENSES, CLASSES OF",56,M,W,1,2016
38,C2371,2016-03-16,12:32:00,2300 E COVENANTER DR,LB311,37,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,1,2016
39,C2453,2016-03-26,09:18:00,1327 N WASHINGTON ST,LB212,20,M,W,14.09.030,NOISE VIOLATION,56,M,W,1,2016
40,C2454,2016-03-26,03:18:00,1327 N WASHINGTON ST,LB212,20,M,W,14.09.030,NOISE VIOLATION,56,M,W,1,2016
41,C1955,2016-01-09,10:44:00,S WALNUT ST & E WINSLOW RD,LB422,31,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,1,2016
42,C2019,2016-01-24,01:08:00,1308 E ATWATER AVE,LB303,21,M,B,14.09.030,NOISE VIOLATION,31,M,W,1,2016
43,C2140,2016-01-06,01:37:00,S STATE ROAD 37 & W FULLERTON PIKE,LMS22,29,Unknown,U,9-24-7-4; 9-21-5-2,LEARNERS PERMIT; SPEED MAXIMUM,31,M,W,1,2016
44,C2141,2016-01-08,00:41:00,W INDUSTRIAL BLVD & W STATE ROAD 45,LB427,37,F,U,9-18-2-27,FALSE REGISTRATION,31,M,W,1,2016
45,C2150,2016-01-06,23:13:00,S STATE ROAD 37 & W FULLERTON PIKE,LMS22,25,M,W,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,1,2016
46,C2205,2016-02-21,13:30:00,S ADAMS ST & W 2ND ST,LB406,31,F,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,31,M,W,1,2016
47,C2458,2016-03-27,00:35:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,19,M,U,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,31,M,W,1,2016
48,C1908,2016-01-03,16:22:00,S OLD STATE ROAD 37 & E RHORER RD,LB434,53,F,W,9-21-8-14,FOLLOWING TOO CLOSELY,31,M,W,1,2016
49,C1909,2016-01-03,16:20:00,S WALNUT ST & W GORDON PIKE,LB434,61,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,1,2016
50,C2252,2016-02-27,16:00:00,S WALNUT ST & E WILSON ST,LB411,25,F,U,9-18-2-27,FALSE REGISTRATION,31,M,W,1,2016
51,C2253,2016-02-27,16:00:00,S WALNUT ST & E WILSON ST,LB411,25,F,U,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,1,2016
52,C2254,2016-02-27,15:53:00,S WALNUT ST & E WILSON ST,LB411,41,M,W,9-21-8-14,FOLLOWING TOO CLOSELY,31,M,W,1,2016
53,C2255,2016-02-27,15:53:00,S WALNUT ST & E WILSON ST,LB411,41,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,1,2016
54,C1951,2016-01-10,02:00:00,513 E 14TH ST; APT C,LB214,23,M,W,14.09.030,NOISE VIOLATION,31,M,W,1,2016
55,C2283,2016-02-27,00:35:00,201 E 2ND ST,LB104,22,M,W,14.09.030,NOISE VIOLATION,31,M,W,1,2016
56,C1989,2016-01-14,15:54:00,W 3RD ST & S LANDMARK AVE,LB522,45,M,U,9-18-2-29,VEHICLES REQUIRING REGISTRATIO,35,F,W,1,2016
57,C2133,2016-02-11,17:11:00,W 3RD ST & S GATES DR,LB403,31,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,F,W,1,2016
58,C2144,2016-01-03,14:30:00,W STATE ROAD 45 & S LIBERTY DR,LB416,38,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,F,W,1,2016
59,C2214,2016-02-22,16:48:00,E 3RD ST & S SMITH RD,LB219,35,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,F,W,1,2016
60,C2276,2016-02-29,18:03:00,S WILLIAMSBURG DR & E 3RD ST,LB305,24,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,F,W,1,2016
61,C2277,2016-02-29,18:03:00,S WILLIAMSBURG DR & E 3RD ST,LB305,24,F,U,9-24-1-1,"LICENSES, CLASSES OF",35,F,W,1,2016
62,C1937,2016-01-07,22:11:00,S WALNUT ST & E HILLSIDE DR,LB421,29,F,W,9-18-2-7; 9-21-8-51,EXPIRED LICENSE PLATES; FAILURE TO DIM,35,M,W,1,2016
63,C1993,2016-01-19,03:21:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,18,F,U,9-21-5-2,SPEED MAXIMUM,35,M,W,1,2016
64,C2002,2016-01-16,23:18:00,S ROGERS ST & W PATTERSON DR,LB412,32,M,B,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,1,2016
65,C2023,2016-01-23,22:14:00,S ADAMS ST & W 2ND ST,LB406,21,F,U,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,35,M,W,1,2016
66,C2024,2016-01-23,23:12:00,S WALNUT ST & E WINSLOW RD,LB422,21,F,B,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,1,2016
67,C2028,2016-01-26,00:37:00,N STATE ROAD 37 & N BOTTOM RD,LMN19,46,M,U,9-21-5-11,SPEED LIMIT WORKSITES,35,M,W,1,2016
68,C2029,2016-01-25,23:38:00,S CURRY PIKE & W GIFFORD RD,LMS29,22,M,U,9-21-8-51,FAILURE TO DIM,35,M,W,1,2016
69,C2045,2016-01-26,23:51:00,S CURRY PIKE & W GIFFORD RD,LMS29,51,F,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,1,2016
70,C2046,2016-01-26,23:51:00,S CURRY PIKE & W GIFFORD RD,LMS29,51,F,W,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,1,2016
71,C2089,2016-01-29,02:24:00,W KIRKWOOD AVE & N ADAMS ST,LB521,24,M,W,9-24-13-3,POSSESSION REQUIRED,35,M,W,1,2016
72,C2089,2016-01-29,02:24:00,W KIRKWOOD AVE & N ADAMS ST,LB521,24,M,W,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,35,M,W,1,2016
73,C2155,2016-02-16,01:07:00,N WALNUT ST & E 19TH ST,LB212,22,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,1,2016
74,C2216,2016-02-22,10:17:00,S WALNUT ST & E GRIMES LN,LB411,50,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,1,2016
75,C2274,2016-03-01,02:48:00,N STATE ROAD 37 & W ACUFF RD,LMN14,52,M,W,9-21-5-2,SPEED MAXIMUM,35,M,W,1,2016
76,C2275,2016-02-29,22:17:00,S ROGERS ST & W PATTERSON DR,LB412,50,F,W,9-18-2-27,FALSE REGISTRATION,35,M,W,1,2016
77,C2278,2016-03-01,22:36:00,N ADAMS ST & W VERNAL PIKE,LB521,43,M,W,9-18-2-21; 9-19-6-3,REGISTRATION CERTIFICATE; NO OR IMPROPER HEADLIGHTS,35,M,W,1,2016
78,C2279,2016-03-01,22:54:00,S ROGERS ST & W PATTERSON DR,LB412,23,M,W,9-18-2-27,FALSE REGISTRATION,35,M,W,1,2016
79,C2288,2016-03-02,23:50:00,W TAPP RD & S STATE ROAD 37,LMS22,46,M,W,9-21-8-51,FAILURE TO DIM,35,M,W,1,2016
80,C2289,2016-03-02,22:05:00,BASSWOOD & BLOOMFIELD,Unknown,18,M,U,9-21-5-2,SPEED MAXIMUM,35,M,W,1,2016
81,C2290,2016-03-03,03:45:00,S STATE ROAD 37 & W 3RD ST,LB403,24,F,W,9-18-2-7; 9-21-3-7,EXPIRED LICENSE PLATES; DISREGARDING AUTOMATIC SIGNAL,35,M,W,1,2016
82,C2295,2016-03-03,23:55:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,20,M,U,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,35,M,W,1,2016
83,C2296,2016-03-04,01:17:00,W 3RD ST & S PROFILE PKWY,LMN09,36,M,U,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,35,M,W,1,2016
84,C2356,2016-03-11,22:33:00,S CURRY PIKE & W GIFFORD RD,LMS29,18,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,35,M,W,1,2016
85,C2365,2016-03-13,23:59:00,N ROGERS ST & W 7TH ST,LB101,21,F,W,9-19-6-3,NO OR IMPROPER HEADLIGHTS,35,M,W,1,2016
86,C2366,2016-03-12,12:30:00,S MULLER PKWY & W 3RD ST,LB522,22,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,1,2016
87,C2394,2016-03-18,23:55:00,N ADAMS ST & W VERNAL PIKE,LB521,50,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,1,2016
88,C2400,2016-03-20,03:40:00,S GRANT ST & E HILLSIDE DR,LB314,28,F,W,9-21-5-2,SPEED MAXIMUM,35,M,W,1,2016
89,C2436,2016-03-22,23:24:00,S PATTERSON DR & W 3RD ST,LB406,21,M,W,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,35,M,W,1,2016
90,C2456,2016-03-26,22:45:00,W TAPP RD & S STATE ROAD 37,LMS27,30,M,W,9-24-19-1; 9-24-1-5; 9-25-8-2,DRIVING WHILE SUSPENDED; MOTORCYCLE LICENSE; OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,1,2016
91,C2461,2016-03-27,23:52:00,S MULLER PKWY & W 3RD ST,LB522,21,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,1,2016
92,C2469,2016-03-30,22:13:00,1309 S PALMER AVE,LB314,21,M,W,14.09.030,NOISE VIOLATION,35,M,W,1,2016
93,C2009,2016-01-19,18:54:00,W 11TH ST & N MONROE ST,LB517,25,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,1,2016
94,C2194,2016-02-20,01:14:00,W 11TH ST & N ROGERS ST,LB519,38,M,L,9-21-8-2,LEFT OF CENTER,38,M,W,1,2016
95,C2204,2016-02-22,15:54:00,S CURRY PIKE & STEBU,LMS29,19,F,B,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,1,2016
96,C2220,2016-02-23,16:49:00,45/46 BYPASS & VERNAL PIKE WB,Unknown,25,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,1,2016
97,C2302,2016-03-04,18:24:00,W 2ND ST & S MADISON ST,LB409,25,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,1,2016
98,C2305,2016-03-07,23:19:00,S WALNUT STREET PIKE & E SUNNY SLOPES DR,LB328,32,F,W,9-18-2-7,EXPIRED LICENSE PLATES,38,M,W,1,2016
99,C2341,2016-03-08,22:54:00,S WASHINGTON ST & E KIRKWOOD AVE,LB102,41,M,B,9-18-2-27,FALSE REGISTRATION,38,M,W,1,2016
100,C2353,2016-03-10,20:14:00,S WALNUT ST & S WALNUT STREET PIKE,LB422,21,F,B,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,38,M,W,1,2016
101,C2374,2016-03-17,19:17:00,N MONROE ST & W 12TH ST,LB517,33,M,B,9-24-1-1,"LICENSES, CLASSES OF",38,M,W,1,2016
102,C2401,2016-03-19,14:48:00,S WALNUT ST & E GRIMES LN,LB411,31,F,U,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,1,2016
103,C2402,2016-03-19,14:48:00,S WALNUT ST & E GRIMES LN,LB411,31,F,U,9-18-2-7,EXPIRED LICENSE PLATES,38,M,W,1,2016
104,C1905,2016-01-02,19:18:00,2400 S WALNUT ST; TACO BELL SOUTH,LB422,17,M,W,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,40,M,W,1,2016
105,C1938,2016-01-07,19:50:00,2400 S WALNUT ST; TACO BELL SOUTH,LB422,21,M,W,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,40,M,W,1,2016
106,C2026,2016-01-25,13:05:00,S MITCHELL ST & E ATWATER AVE,LB303,20,F,U,9-24-7-4; 9-25-8-2,LEARNERS PERMIT; OPERATING/PERMITTING OPERATION W/O FINAN,42,M,W,1,2016
107,C2022,2016-01-23,20:26:00,N UNION ST & E 10TH ST,LIU13,21,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,B,1,2016
108,C1972,2016-01-12,20:31:00,E DAVID DR & S SARE RD,LB323,24,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,B,1,2016
109,C1999,2016-01-17,14:56:00,S CURRY PIKE & W GIFFORD RD,LMS29,46,F,K,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,24,M,B,1,2016
110,C2000,2016-01-17,14:56:00,S CURRY PIKE & W GIFFORD RD,LMS29,46,F,K,9-18-2-7,EXPIRED LICENSE PLATES,24,M,B,1,2016
111,C2221,2016-02-24,00:22:00,405 E 15TH ST,LB213,20,M,W,14.09.030,NOISE VIOLATION,24,M,B,1,2016
112,C2300,2016-03-04,22:40:00,S WALNUT ST & E SOUTH DR,LB422,17,M,B,9-19-6-3,NO OR IMPROPER HEADLIGHTS,24,M,B,1,2016
113,C1978,2016-01-15,05:14:00,531 E SMITH AVE,LB104,21,M,W,14.09.030,NOISE VIOLATION,29,M,W,1,2016
114,C2014,2016-01-21,00:45:00,2372 S WINSLOW CT,LB326,25,F,L,14.09.030,NOISE VIOLATION,29,M,W,1,2016
115,C2015,2016-01-20,22:45:00,S LINCOLN ST & E 4TH ST,LB104,116,M,U,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,29,M,W,1,2016
116,C2147,2016-02-12,22:35:00,N JACOB DR & W ALEXANDER DR,LB524,19,F,W,9-18-2-27,FALSE REGISTRATION,29,M,W,1,2016
117,C2272,2016-03-01,00:38:00,E 17TH ST & N STATE ROAD 45 46 BYPASS,LIU05,20,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,29,M,W,1,2016
118,C2485,2016-03-18,02:30:00,S ROGERS ST & W 4TH ST,LB103,25,M,W,9-18-2-43,IMPROPER VEH REG (RECKLESS),29,M,W,1,2016
119,C2486,2016-03-18,02:30:00,S ROGERS ST & W 4TH ST,LB103,25,M,W,9-24-1-5,MOTORCYCLE LICENSE,29,M,W,1,2016
120,C2487,2016-03-18,02:30:00,S ROGERS ST & W 4TH ST,LB103,25,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,29,M,W,1,2016
121,C2488,2016-03-18,02:30:00,S ROGERS ST & W 4TH ST,LB103,25,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,M,W,1,2016
122,C1904,2016-01-02,22:35:00,W INDUSTRIAL BLVD & S CURRY PIKE,LB427,25,M,W,9-18-2-7,EXPIRED LICENSE PLATES,49,F,W,1,2016
123,C1934,2016-01-06,00:10:00,N KINSER PIKE & W BROOKDALE DR,LB513,24,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,49,F,W,1,2016
124,C2280,2016-03-01,22:30:00,S ROGERS ST & W KIRKWOOD AVE,LB101,55,M,W,9-18-2-7,EXPIRED LICENSE PLATES,49,F,W,1,2016
125,C2061,2016-01-27,22:30:00,S ROGERS ST & W KIRKWOOD AVE,LB101,21,M,W,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,1,2016
126,C2062,2016-01-26,23:59:00,S REX GROSSMAN BLVD & W TAPP RD,LB429,116,F,B,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,1,2016
127,C2213,2016-02-22,22:11:00,S WASHINGTON ST & E 3RD ST,LB104,69,F,U,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,1,2016
128,C2457,2016-03-26,23:45:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB209,35,F,W,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,1,2016
129,C2459,2016-03-28,01:42:00,1929 S CURRY PIKE; HIGHLAND VILLAGE CAR WASH,LB416,27,M,W,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,1,2016
130,C1998,2016-01-17,00:30:00,525 S PATTERSON DR; APT 2208,LB406,20,M,B,14.09.030,NOISE VIOLATION,31,M,P,1,2016
131,C2201,2016-02-19,23:45:00,555 S JUNYA ST; APT 21201,LB406,20,M,U,14.09.030,NOISE VIOLATION,31,M,P,1,2016
132,C2158,2016-02-16,08:32:00,CURRY PIKE & CONSTITUTION AVE,LMS27,25,F,W,9-18-2-7,EXPIRED LICENSE PLATES,46,M,W,1,2016
133,C2079,2016-01-31,01:01:00,308 W RILEY DR; APT H4,LB512,20,M,B,14.09.030,NOISE VIOLATION,29,F,W,1,2016
134,C2156,2016-02-13,22:30:00,302 N WASHINGTON ST; APT 5,LB102,21,M,U,14.09.030,NOISE VIOLATION,29,F,W,1,2016
135,C1957,2016-01-11,00:17:00,S WALNUT ST & E GRIMES LN,LB411,31,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,1,2016
136,C2030,2016-01-25,22:31:00,E MOORES PIKE & S COLLEGE MALL RD,LB310,22,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,1,2016
137,C2044,2016-01-26,23:55:00,N COLLEGE AVE & W 10TH ST,LB101,25,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,1,2016
138,C2047,2016-01-25,22:59:00,E GRAHAM PL & S HENDERSON ST,LB327,22,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,1,2016
139,C2088,2016-02-02,01:48:00,S ROCKPORT RD & W TAPP RD,LB432,27,M,W,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,30,M,W,1,2016
140,C2148,2016-02-13,08:40:00,528 S COLLEGE AVE; KROGER SEMINARY SQUARE,LB410,32,F,W,35-43-4-2,THEFT,30,M,W,1,2016
141,C2157,2016-02-16,02:25:00,401 S WASHINGTON ST; MIDDLE WAY HOUSE THE RISE; APT 303,LB104,32,F,W,14.09.030,NOISE VIOLATION,30,M,W,1,2016
142,C2299,2016-03-05,00:30:00,604 N WALNUT ST,LB213,21,M,W,14.09.030,NOISE VIOLATION,30,M,W,1,2016
143,C2202,2016-02-20,03:40:00,515 N WASHINGTON ST,LB102,21,M,W,14.09.030,NOISE VIOLATION,27,M,W,1,2016
144,C2285,2016-03-02,15:32:00,W 11TH ST & N ROGERS ST,LB519,40,Unknown,U,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,1,2016
145,C2362,2016-03-13,21:54:00,N MONROE ST & W 17TH ST,LB517,29,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,1,2016
146,C2167,2016-02-18,18:13:00,S GRANT ST & E 3RD ST,LB104,26,M,W,9-19-5-1,NO OR IMPROPER HORN,41,M,W,1,2016
147,C2444,2016-03-23,15:22:00,1722 S HENDERSON ST,LB315,25,F,L,9-21-8-2,LEFT OF CENTER,29,F,W,1,2016
148,C2445,2016-03-23,15:22:00,1722 S HENDERSON ST,LB315,25,F,L,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,W,1,2016
149,C1975,2016-01-12,23:00:00,219 E 7TH ST; APT 209,LB102,21,M,W,14.09.030,NOISE VIOLATION,42,M,W,1,2016
150,C1994,2016-01-16,01:00:00,455 N COLLEGE AVE; APT 6108,LB101,19,M,W,14.09.030,NOISE VIOLATION,42,M,W,1,2016
151,C1995,2016-01-16,01:00:00,455 N COLLEGE AVE; APT 6108,LB101,21,M,W,14.09.030,NOISE VIOLATION,42,M,W,1,2016
152,C1996,2016-01-19,01:00:00,455 N COLLEGE AVE; APT 6108,LB101,19,M,W,14.09.030,NOISE VIOLATION,42,M,W,1,2016
153,C1992,2016-01-19,00:45:00,E 3RD ST & S DUNN ST,LB104,21,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,30,M,W,1,2016
154,C2043,2016-01-27,02:32:00,S COLLEGE MALL RD & E 3RD ST,LB305,31,M,W,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,30,M,W,1,2016
155,C2303,2016-03-05,01:58:00,N LINCOLN ST & E 7TH ST,LB102,28,M,A,9-21-8-9,WRONG WAY ON ONE WAY,30,M,W,1,2016
156,C2114,2016-02-05,10:36:00,S WOODLAWN AVE & E 1ST ST,LB302,19,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,50,F,W,1,2016
157,C1933,2016-01-05,16:55:00,W 6TH ST & N MORTON ST,LB101,34,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
158,C1956,2016-01-10,16:05:00,E 3RD ST & S OVERHILL DR,LB222,26,M,B,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
159,C2003,2016-01-18,15:15:00,S WALNUT ST & E GRIMES LN,LB411,25,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
160,C2048,2016-01-26,14:30:00,N WALNUT ST & E 9TH ST,LB102,54,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
161,C2060,2016-01-27,21:40:00,S ADAMS ST & W 2ND ST,LB406,24,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,34,M,W,1,2016
