"name","pop","location"
"Thionville","44311","https://www.google.com/maps/?q=49.3667,6.16667"
"Mantes-la-Jolie","44263","https://www.google.com/maps/?q=48.9833,1.71667"
"Compiegne","44243","https://www.google.com/maps/?q=49.4179,2.82606"
"Nevers","43988","https://www.google.com/maps/?q=46.9896,3.159"
"Chartres","43838","https://www.google.com/maps/?q=48.4468,1.48925"
"Marseille 06","43360","https://www.google.com/maps/?q=43.2876,5.37918"
"Le Cannet","43353","https://www.google.com/maps/?q=43.5766,7.01912"
"Wattrelos","42826","https://www.google.com/maps/?q=50.7012,3.21812"
"Caluire-et-Cuire","42763","https://www.google.com/maps/?q=45.7904,4.84112"
"Gap","42715","https://www.google.com/maps/?q=44.5615,6.08106"
"Talence","42579","https://www.google.com/maps/?q=44.8048,-0.59543"
"Ales","42410","https://www.google.com/maps/?q=44.1249,4.08082"
"Gennevilliers","42294","https://www.google.com/maps/?q=48.9333,2.3"
"Saint-Priest","41641","https://www.google.com/maps/?q=45.6961,4.93891"
"Rosny-sous-Bois","41627","https://www.google.com/maps/?q=48.8702,2.4991"
"Auxerre","41516","https://www.google.com/maps/?q=47.7996,3.57033"
"Salon-de-Provence","41397","https://www.google.com/maps/?q=43.6407,5.09545"
"Saint-Germain-en-Laye","41142","https://www.google.com/maps/?q=48.9,2.08333"
"Bastia","41001","https://www.google.com/maps/?q=42.7028,9.45"
"Marseille 01","40919","https://www.google.com/maps/?q=43.2981,5.38407"
"Sete","40736","https://www.google.com/maps/?q=43.4028,3.69278"
"Anglet","40658","https://www.google.com/maps/?q=43.4766,-1.51346"
"Puteaux","40646","https://www.google.com/maps/?q=48.8834,2.23894"
"Corbeil-Essonnes","40527","https://www.google.com/maps/?q=48.606,2.48757"
"Garges-les-Gonesse","39847","https://www.google.com/maps/?q=48.9679,2.39781"
"Roanne","39840","https://www.google.com/maps/?q=46.0333,4.06667"
"Savigny-sur-Orge","39698","https://www.google.com/maps/?q=48.6768,2.34835"
"Epinal","39518","https://www.google.com/maps/?q=48.1832,6.45304"
"Livry-Gargan","39518","https://www.google.com/maps/?q=48.9193,2.54305"
"Saint-Ouen","39353","https://www.google.com/maps/?q=48.9065,2.33339"
"Reze","39248","https://www.google.com/maps/?q=47.1814,-1.54965"
"Montigny-le-Bretonneux","39063","https://www.google.com/maps/?q=48.7664,2.03405"
"Noisy-le-Sec","38955","https://www.google.com/maps/?q=48.8915,2.46451"
"Melun","38953","https://www.google.com/maps/?q=48.5457,2.65356"
"Bagneux","38900","https://www.google.com/maps/?q=48.7957,2.30796"
"Massy","38768","https://www.google.com/maps/?q=48.7269,2.28301"
"Haguenau","38721","https://www.google.com/maps/?q=48.8156,7.79051"
"Montrouge","38708","https://www.google.com/maps/?q=48.8162,2.31393"
"Marcq-en-Baroeul","38629","https://www.google.com/maps/?q=50.6667,3.08333"
"Vitrolles","38591","https://www.google.com/maps/?q=43.46,5.24861"
"Draguignan","38573","https://www.google.com/maps/?q=43.5333,6.46667"
"Lens","38265","https://www.google.com/maps/?q=50.433,2.82791"
"Gagny","38134","https://www.google.com/maps/?q=48.8833,2.53333"
"Saint-Chamond","38014","https://www.google.com/maps/?q=45.4759,4.51294"
"Bron","37825","https://www.google.com/maps/?q=45.7333,4.91667"
"Vaulx-en-Velin","37489","https://www.google.com/maps/?q=45.7818,4.92085"
"Joue-les-Tours","37466","https://www.google.com/maps/?q=47.3522,0.66905"
"Alfortville","37290","https://www.google.com/maps/?q=48.8058,2.4204"
"La Courneuve","37287","https://www.google.com/maps/?q=48.9281,2.39627"
"Chatellerault","37210","https://www.google.com/maps/?q=46.8,0.53333"
"Villepinte","37114","https://www.google.com/maps/?q=48.962,2.53253"
"Cambrai","36492","https://www.google.com/maps/?q=50.1667,3.23333"
"Poissy","36431","https://www.google.com/maps/?q=48.929,2.04952"
"Conflans-Sainte-Honorine","36358","https://www.google.com/maps/?q=49.0016,2.09694"
"Mont-de-Marsan","36205","https://www.google.com/maps/?q=43.8902,-0.49713"
"Plaisir","36121","https://www.google.com/maps/?q=48.8232,1.9541"
"Marseille 07","35981","https://www.google.com/maps/?q=43.2829,5.36021"
"Marignane","35873","https://www.google.com/maps/?q=43.416,5.21453"
"Dieppe","35707","https://www.google.com/maps/?q=49.9333,1.08333"
"Montelimar","35637","https://www.google.com/maps/?q=44.5584,4.75094"
"Tremblay-en-France","35591","https://www.google.com/maps/?q=48.9496,2.5684"
"Choisy-le-Roi","35590","https://www.google.com/maps/?q=48.7685,2.41874"
"Saint-Martin-d'Heres","35528","https://www.google.com/maps/?q=45.1653,5.76337"
"Macon","35484","https://www.google.com/maps/?q=46.3141,4.82823"
"Romans-sur-Isere","35002","https://www.google.com/maps/?q=45.0464,5.0562"
"Saint-Raphael","34918","https://www.google.com/maps/?q=43.4233,6.7735"
"Pontault-Combault","34798","https://www.google.com/maps/?q=48.7981,2.60676"
"Six-Fours-les-Plages","34779","https://www.google.com/maps/?q=43.1,5.85"
"Perigueux","34770","https://www.google.com/maps/?q=45.1833,0.71667"
"Aurillac","34724","https://www.google.com/maps/?q=44.9214,2.43732"
"Neuilly-sur-Marne","34465","https://www.google.com/maps/?q=48.8537,2.54903"
"Lievin","34370","https://www.google.com/maps/?q=50.4198,2.78068"
"Agen","34367","https://www.google.com/maps/?q=44.1999,0.62664"
"Franconville","34284","https://www.google.com/maps/?q=48.9833,2.23333"
"Sainte-Genevieve-des-Bois","33689","https://www.google.com/maps/?q=48.6468,2.31965"
"Maubeuge","33684","https://www.google.com/maps/?q=50.2788,3.97267"
"Bagnolet","33504","https://www.google.com/maps/?q=48.8667,2.41667"
"Saumur","33229","https://www.google.com/maps/?q=47.2667,-0.08333"
"Biarritz","33188","https://www.google.com/maps/?q=43.4801,-1.55558"
"La Ciotat","33113","https://www.google.com/maps/?q=43.1748,5.60449"
"Echirolles","33088","https://www.google.com/maps/?q=45.1439,5.72883"
"Villefranche-sur-Saone","32994","https://www.google.com/maps/?q=45.9833,4.71667"
"Chatenay-Malabry","32715","https://www.google.com/maps/?q=48.7651,2.26655"
"Stains","32601","https://www.google.com/maps/?q=48.95,2.38333"
"Chatillon","32383","https://www.google.com/maps/?q=48.8024,2.29346"
"Vienne","32293","https://www.google.com/maps/?q=45.5167,4.86667"
"Schiltigheim","32289","https://www.google.com/maps/?q=48.6075,7.74931"
"Les Mureaux","32134","https://www.google.com/maps/?q=48.9917,1.90972"
"Le Perreux-sur-Marne","32015","https://www.google.com/maps/?q=48.85,2.5"
"Guyancourt","31989","https://www.google.com/maps/?q=48.7733,2.07393"
"Palaiseau","31987","https://www.google.com/maps/?q=48.7167,2.25"
"Saint-Dizier","31918","https://www.google.com/maps/?q=48.6333,4.95"
"Creil","31863","https://www.google.com/maps/?q=49.2567,2.48477"
"Vandoeuvre-les-Nancy","31785","https://www.google.com/maps/?q=48.65,6.18333"
"Thonon-les-Bains","31684","https://www.google.com/maps/?q=46.3667,6.48333"
"Bethune","31568","https://www.google.com/maps/?q=50.5333,2.63333"
"Colomiers","31363","https://www.google.com/maps/?q=43.6106,1.33467"
"Nogent-sur-Marne","31236","https://www.google.com/maps/?q=48.8333,2.48333"
"Athis-Mons","31225","https://www.google.com/maps/?q=48.7052,2.39147"
"Viry-Chatillon","31131","https://www.google.com/maps/?q=48.6721,2.39318"
"Houilles","31121","https://www.google.com/maps/?q=48.9216,2.19263"
"Soissons","31100","https://www.google.com/maps/?q=49.3817,3.32361"
"Dreux","31058","https://www.google.com/maps/?q=48.7333,1.36667"
"Charenton-le-Pont","30910","https://www.google.com/maps/?q=48.8221,2.41217"
"Villeneuve-Saint-Georges","30881","https://www.google.com/maps/?q=48.7322,2.44925"
"Elancourt","30831","https://www.google.com/maps/?q=48.7842,1.9552"
"Alencon","30786","https://www.google.com/maps/?q=48.4348,0.09311"
"Sotteville-les-Rouen","30619","https://www.google.com/maps/?q=49.4097,1.09005"
"Orange","30530","https://www.google.com/maps/?q=44.1392,4.80791"
"Villenave-d'Ornon","30347","https://www.google.com/maps/?q=44.7733,-0.5442"
"Pontoise","30290","https://www.google.com/maps/?q=49.05,2.1"
"Villiers-sur-Marne","30252","https://www.google.com/maps/?q=48.831,2.54844"
"Chatou","30091","https://www.google.com/maps/?q=48.8898,2.15863"
