"name","pop","location"
"Mococa","59654","https://www.google.com/maps/?q=-21.4678,-47.0047"
"Sao Borja","59613","https://www.google.com/maps/?q=-28.6606,-56.0044"
"Carazinho","59417","https://www.google.com/maps/?q=-28.2839,-52.7864"
"Santa Rosa","58957","https://www.google.com/maps/?q=-27.8708,-54.4814"
"Telemaco Borba","58880","https://www.google.com/maps/?q=-24.3239,-50.6156"
"Guanambi","58877","https://www.google.com/maps/?q=-14.2233,-42.7814"
"Aracruz","58271","https://www.google.com/maps/?q=-19.8203,-40.2733"
"Ariquemes","58096","https://www.google.com/maps/?q=-9.91333,-63.0408"
"Farroupilha","57650","https://www.google.com/maps/?q=-29.225,-51.3478"
"Francisco Beltrao","57618","https://www.google.com/maps/?q=-26.0811,-53.055"
"Picos","57495","https://www.google.com/maps/?q=-7.07694,-41.4669"
"Lencois Paulista","57375","https://www.google.com/maps/?q=-22.5986,-48.8003"
"Arcoverde","57163","https://www.google.com/maps/?q=-8.41889,-37.0539"
"Braganca","57163","https://www.google.com/maps/?q=-1.05361,-46.7656"
"Vacaria","56765","https://www.google.com/maps/?q=-28.5122,-50.9339"
"Cajamar","56682","https://www.google.com/maps/?q=-23.3561,-46.8769"
"Janauba","56572","https://www.google.com/maps/?q=-15.8025,-43.3089"
"Vinhedo","56492","https://www.google.com/maps/?q=-23.0297,-46.9753"
"Formiga","56404","https://www.google.com/maps/?q=-20.4644,-45.4264"
"Cianorte","55994","https://www.google.com/maps/?q=-23.6633,-52.605"
"Nova Vicosa","55980","https://www.google.com/maps/?q=-17.8919,-39.3719"
"Itapipoca","55784","https://www.google.com/maps/?q=-3.49444,-39.5786"
"Ponta Pora","55763","https://www.google.com/maps/?q=-22.5361,-55.7256"
"Estancia","55654","https://www.google.com/maps/?q=-11.2683,-37.4383"
"Cacoal","55560","https://www.google.com/maps/?q=-11.4386,-61.4472"
"Sao Gabriel","55434","https://www.google.com/maps/?q=-30.3364,-54.32"
"Concordia","55367","https://www.google.com/maps/?q=-27.2342,-52.0278"
"Pacatuba","55291","https://www.google.com/maps/?q=-3.98417,-38.6203"
"Viana","55122","https://www.google.com/maps/?q=-20.3903,-40.4961"
"Sao Pedro da Aldeia","55014","https://www.google.com/maps/?q=-22.8392,-42.1028"
"Caico","54934","https://www.google.com/maps/?q=-6.45833,-37.0978"
"Seropedica","54846","https://www.google.com/maps/?q=-22.7439,-43.7075"
